"","x"
"11739","13:64321010"
"11740","14:44975052"
"11741","2:214272674"
"11742","7:44507575"
"11743","9:6012658"
"11744","1:111957518"
"11745","13:25670877"
"11746","11:111143961"
"11747","12:124270336"
"11748","14:19378312"
"11749","2:233274509"
"11750","11:6662769"
"11751","15:90809023"
"11752","5:115202418"
"11753","20:59985665"
"11754","1:248436811"
"11755","12:49724313"
"11756","16:28354457"
"11757","5:112175211"
"11758","12:132626505"
"11759","17:21318821"
"11760","14:34269167"
"11761","1:154294464"
"11762","6:32489852"
"11763","6:32497970"
"11764","11:71249558"
"11765","3:45035755"
"11766","11:1643049"
"11767","15:41862436"
"11768","2:5833831"
"11769","1:248637391"
"11770","10:89692886"
"11771","6:74351596"
"11772","2:29287925"
"11773","10:47911590"
"11774","22:39169655"
"11775","11:65617118"
"11776","11:71498591"
"11777","22:41574342"
"11778","1:16909208"
"11779","1:148589005"
"11780","17:6555548"
"11781","4:1388524"
"11782","12:64812733"
"11783","19:40385078"
"11784","2:171572940"
"11785","1:155733245"
"11786","16:31927273"
"11787","20:20445839"
"11788","15:59981590"
"11789","12:11183837"
"11790","6:31379807"
"11791","5:149584114"
"11792","1:158450091"
"11793","12:59062526"
"11794","20:23729760"
"11795","6:55638913"
"11796","7:151962176"
"11797","20:23424638"
"11798","1:12645247"
"11799","17:3324255"
"11800","17:42085126"
"11801","2:177053917"
"11802","1:12885059"
"11803","8:143763622"
"11804","16:50745405"
"11805","2:133338632"
"11806","2:132238306"
"11807","17:46608194"
"11808","20:20335531"
"11809","11:56468212"
"11810","16:66660"
"11811","6:32164874"
"11812","7:142460394"
"11813","17:39254142"
"11814","8:11995540"
"11815","10:129901501"
"11816","19:4511282"
"11817","7:2946461"
"11818","7:155094172"
"11819","15:22369290"
"11820","1:85736518"
"11821","1:176118219"
"11822","19:22575777"
"11823","16:81242151"
"11824","1:152189237"
"11825","1:152185790"
"11826","19:9080501"
"11827","19:9072742"
"11828","16:1307050"
"11829","1:120548030"
"11830","6:32557506"
"11831","17:21318912"
"11832","9:133614975"
"11833","5:89701587"
"11834","4:155410731"
"11835","10:96745768"
"11836","11:4976145"
"11837","4:190878658"
"11838","9:69423275"
"11839","9:69421983"
"11840","19:49539560"
"11841","8:52359469"
"11842","10:85997250"
"11843","8:88365898"
"11844","14:60923639"
"11845","8:63257989"
"11846","2:98274527"
"11847","11:94699661"
"11848","2:170150671"
"11849","17:15517237"
"11850","5:140573754"
"11851","2:11810095"
"11852","3:89521725"
"11853","3:195508230"
"11854","16:20442613"
"11855","12:11938229"
"11856","3:51471298"
"11857","19:22846623"
"11858","3:182602681"
"11859","5:13692194"
"11860","7:25185781"
"11861","19:6230652"
"11862","7:5568366"
"11863","1:65325970"
"11864","5:112175418"
"11865","17:77808271"
"11866","3:150403432"
"11867","3:79455744"
"11868","3:79370343"
"11869","12:11546732"
"11870","20:61988369"
"11871","23:153008483"
"11872","11:48266736"
"11873","17:78897561"
"11874","1:248637417"
"11875","17:39346139"
"11876","10:89692818"
"11877","10:89720805"
"11878","13:28958955"
"11879","5:98206415"
"11880","3:32032046"
"11881","16:1279717"
"11882","6:117629663"
"11883","1:148025797"
"11884","1:148004568"
"11885","12:49444545"
"11886","18:14513764"
"11887","20:25422405"
"11888","6:31324154"
"11889","6:31324210"
"11890","6:31323960"
"11891","15:83014112"
"11892","9:43822686"
"11893","9:43822704"
"11894","12:42481688"
"11895","3:10183827"
"11896","11:123909653"
"11897","3:189356221"
"11898","12:64838768"
"11899","8:10467630"
"11900","8:10467636"
"11901","13:114537600"
"11902","11:1016914"
"11903","11:1017483"
"11904","3:50155908"
"11905","2:185707251"
"11906","4:9922167"
"11907","1:114973429"
"11908","2:136623785"
"11909","6:150037278"
"11910","17:39274150"
"11911","17:39274235"
"11912","11:56468449"
"11913","6:32187838"
"11914","17:38711080"
"11915","9:107361642"
"11916","12:110461776"
"11917","11:134048592"
"11918","1:248722621"
"11919","12:48367976"
"11920","12:5603600"
"11921","1:152084216"
"11922","19:9002576"
"11923","19:52004743"
"11924","1:120611498"
"11925","6:32557503"
"11926","11:64666172"
"11927","2:98907102"
"11928","20:54824818"
"11929","1:248224777"
"11930","1:220145655"
"11931","8:110455187"
"11932","7:23353160"
"11933","9:22451047"
"11934","15:82336400"
"11935","5:74324548"
"11936","12:4479716"
"11937","9:79318378"
"11938","1:144853601"
"11939","1:16385874"
"11940","7:44507617"
"11941","6:16327863"
"11942","1:226034856"
"11943","13:25671214"
"11944","19:14185226"
"11945","3:138374244"
"11946","11:78606050"
"11947","7:12269417"
"11948","19:54676754"
"11949","19:8841889"
"11950","9:124855211"
"11951","17:58740444"
"11952","12:50344816"
"11953","19:8398960"
"11954","7:140434597"
"11955","10:89711891"
"11956","10:89692980"
"11957","6:160840252"
"11958","1:156694030"
"11959","3:178947827"
"11960","19:19371876"
"11961","2:178482698"
"11962","1:20005583"
"11963","11:117222658"
"11964","1:148009510"
"11965","12:49424616"
"11966","11:65810209"
"11967","5:115478783"
"11968","4:71201648"
"11969","3:10188265"
"11970","16:89806343"
"11971","4:42612615"
"11972","16:77325325"
"11973","11:1266716"
"11974","9:115629133"
"11975","15:32738541"
"11976","7:21939032"
"11977","23:153418514"
"11978","11:1016800"
"11979","10:88988562"
"11980","4:110756548"
"11981","1:12854090"
"11982","9:96438998"
"11983","19:36211499"
"11984","4:122276876"
"11985","9:33572347"
"11986","12:85466723"
"11987","8:139237794"
"11988","5:32404169"
"11989","2:132237750"
"11990","3:128200691"
"11991","3:175067856"
"11992","2:109374952"
"11993","11:56468044"
"11994","7:143043240"
"11995","5:79616461"
"11996","17:4693342"
"11997","7:2966394"
"11998","7:2968329"
"11999","7:143270172"
"12000","9:107361439"
"12001","12:130184711"
"12002","2:212495347"
"12003","1:248722566"
"12004","22:46786315"
"12005","10:88730106"
"12006","9:35059655"
"12007","19:9066259"
"12008","19:52004795"
"12009","9:139397640"
"12010","17:20768744"
"12011","9:133652079"
"12012","3:63817430"
"12013","4:190876186"
"12014","8:22762797"
"12015","3:100964964"
"12016","12:21918682"
"12017","1:117158745"
"12018","11:1606146"
"12019","10:52504892"
"12020","14:58321040"
"12021","6:170591923"
"12022","14:101350672"
"12023","23:12924826"
"12024","5:178578171"
"12025","19:22846697"
"12026","5:13753355"
"12027","16:88694378"
"12028","5:1063998"
"12029","20:61444665"
"12030","2:178982891"
"12031","6:32487294"
"12032","12:9096396"
"12033","17:60489903"
"12034","11:1643335"
"12035","11:1643036"
"12036","3:46558774"
"12037","23:153657083"
"12038","1:248084464"
"12039","20:9546931"
"12040","5:6755025"
"12041","7:140481408"
"12042","19:20807178"
"12043","19:20808006"
"12044","10:135129015"
"12045","1:77833708"
"12046","7:93253306"
"12047","3:178936116"
"12048","3:178922363"
"12049","12:11244369"
"12050","9:43844265"
"12051","1:40235448"
"12052","1:40236074"
"12053","14:24522289"
"12054","7:144015720"
"12055","9:140002220"
"12056","8:31024638"
"12057","2:54167147"
"12058","19:40368330"
"12059","16:48290509"
"12060","2:113416617"
"12061","12:109725713"
"12062","12:11183496"
"12063","5:53814394"
"12064","11:1017498"
"12065","11:1016724"
"12066","11:1017338"
"12067","1:248801610"
"12068","15:74219546"
"12069","22:16279248"
"12070","6:31238866"
"12071","17:37360372"
"12072","17:10429120"
"12073","9:35958047"
"12074","23:1317404"
"12075","23:1314966"
"12076","3:186395436"
"12077","11:119148930"
"12078","17:34522695"
"12079","12:105583877"
"12080","1:192328910"
"12081","5:79966197"
"12082","16:89849480"
"12083","8:99120004"
"12084","17:39274069"
"12085","2:198265453"
"12086","7:4907709"
"12087","5:132150948"
"12088","12:11139440"
"12089","3:150420606"
"12090","22:24579219"
"12091","1:152188118"
"12092","7:45631665"
"12093","16:24942186"
"12094","6:49479750"
"12095","11:107965665"
"12096","6:11538534"
"12097","6:32549588"
"12098","9:133646005"
"12099","15:82336406"
"12100","23:103268333"
"12101","7:88956729"
"12102","1:22927314"
"12103","19:17837598"
"12104","10:17079956"
"12105","17:56979732"
"12106","6:29911063"
"12107","6:160524773"
"12108","12:11973614"
"12109","24:9197998"
"12110","11:55136144"
"12111","10:101563815"
"12112","19:1220629"
"12113","19:1220649"
"12114","16:88494976"
"12115","4:176852834"
"12116","1:27057942"
"12117","1:148252111"
"12118","19:1535205"
"12119","7:56087374"
"12120","10:89720716"
"12121","10:89692792"
"12122","10:89711875"
"12123","7:53103599"
"12124","9:80646047"
"12125","3:178952100"
"12126","3:178916929"
"12127","1:248652350"
"12128","1:147955256"
"12129","2:183960200"
"12130","6:167592605"
"12131","12:11244483"
"12132","12:11244091"
"12133","11:76068528"
"12134","1:16890644"
"12135","16:70563087"
"12136","8:79620918"
"12137","2:114257590"
"12138","2:219000488"
"12139","1:115256532"
"12140","1:115258730"
"12141","6:31379817"
"12142","12:49523173"
"12143","11:1017529"
"12144","1:12854479"
"12145","8:143694767"
"12146","9:67934780"
"12147","7:15544417"
"12148","2:137814268"
"12149","5:139931629"
"12150","1:70899457"
"12151","15:72954595"
"12152","13:110408608"
"12153","5:80021445"
"12154","21:14982828"
"12155","23:100749038"
"12156","16:1825855"
"12157","2:109352542"
"12158","4:4228425"
"12159","10:118092261"
"12160","6:32191620"
"12161","22:23540414"
"12162","6:160679476"
"12163","19:38899517"
"12164","9:133635546"
"12165","9:133651648"
"12166","9:133637462"
"12167","23:140335742"
"12168","8:110476889"
"12169","22:39475016"
"12170","2:228102723"
"12171","12:123875311"
"12172","19:49611319"
"12173","11:63767186"
"12174","9:131498037"
"12175","16:90110950"
"12176","4:170678993"
"12177","11:41431966"
"12178","12:112888197"
"12179","3:111923229"
"12180","7:77006113"
"12181","1:231114867"
"12182","17:18023897"
"12183","4:48139311"
"12184","22:18835754"
"12185","7:154685162"
"12186","15:79058375"
"12187","2:112608394"
"12188","1:148268691"
"12189","7:128483904"
"12190","1:183101441"
"12191","22:33159930"
"12192","7:75052079"
"12193","18:14533105"
"12194","7:146829338"
"12195","1:59148118"
"12196","8:10467652"
"12197","11:95825383"
"12198","8:98810250"
"12199","19:10097013"
"12200","7:31378142"
"12201","12:11214080"
"12202","17:38975319"
"12203","2:132236963"
"12204","17:46799812"
"12205","5:80037062"
"12206","5:79952154"
"12207","2:97817617"
"12208","20:29632680"
"12209","2:219529017"
"12210","3:184429132"
"12211","7:90894471"
"12212","12:130144719"
"12213","1:148741720"
"12214","1:152190720"
"12215","6:6174866"
"12216","19:9002519"
"12217","2:149226736"
"12218","6:32546697"
"12219","2:141259283"
"12220","17:21319728"
"12221","9:133620998"
"12222","4:156289917"
"12223","7:63982003"
"12224","19:12902929"
"12225","11:36597313"
"12226","17:36666551"
"12227","2:163124051"
"12228","18:5145609"
"12229","6:30954534"
"12230","3:89521602"
"12231","17:38457151"
"12232","2:178372799"
"12233","2:99681482"
"12234","2:29449819"
"12235","17:39240737"
"12236","7:133188576"
"12237","19:33792372"
"12238","4:55599338"
"12239","3:178952073"
"12240","13:86369120"
"12241","17:72889648"
"12242","19:41384781"
"12243","1:208391254"
"12244","8:10467673"
"12245","18:42614501"
"12246","13:94482891"
"12247","5:89988504"
"12248","5:89981639"
"12249","1:155255087"
"12250","11:57077125"
"12251","15:25925094"
"12252","22:39777824"
"12253","17:37566518"
"12254","16:55362691"
"12255","19:9324835"
"12256","7:151945330"
"12257","12:11214535"
"12258","14:19553642"
"12259","6:146125793"
"12260","10:43615633"
"12261","1:41641872"
"12262","5:92927404"
"12263","6:33048663"
"12264","14:31074781"
"12265","5:68492909"
"12266","17:8047048"
"12267","17:21117589"
"12268","14:75287745"
"12269","19:56114045"
"12270","12:121176678"
"12271","6:32188099"
"12272","5:67521077"
"12273","12:133743523"
"12274","17:1584324"
"12275","6:32552048"
"12276","2:141708021"
"12277","9:133618721"
"12278","9:133644645"
"12279","3:2180551"
"12280","3:57438691"
"12281","14:20528451"
"12282","19:8551094"
"12283","12:112623052"
"12284","13:25671451"
"12285","3:195510156"
"12286","17:7386090"
"12287","2:233274476"
"12288","2:131414975"
"12289","1:65310517"
"12290","1:65311203"
"12291","6:32497905"
"12292","1:12939904"
"12293","8:145661675"
"12294","1:248737595"
"12295","9:139943429"
"12296","12:64041015"
"12297","10:89711876"
"12298","6:96034882"
"12299","5:128797325"
"12300","6:108214782"
"12301","12:11243960"
"12302","12:49425978"
"12303","17:39412119"
"12304","11:76072085"
"12305","5:131411460"
"12306","9:131726634"
"12307","3:195508462"
"12308","12:11183484"
"12309","6:51695647"
"12310","4:76670396"
"12311","2:153529932"
"12312","8:143763958"
"12313","12:62997075"
"12314","6:27223069"
"12315","11:34354379"
"12316","3:32995902"
"12317","5:79950497"
"12318","12:56661644"
"12319","20:29632707"
"12320","23:7811747"
"12321","11:32664421"
"12322","11:32635959"
"12323","19:37487866"
"12324","1:152186178"
"12325","6:32546704"
"12326","1:22199882"
"12327","12:14827467"
"12328","1:22919904"
"12329","7:100636960"
"12330","19:56423937"
"12331","13:95696024"
"12332","13:25671097"
"12333","10:100186994"
"12334","17:21319399"
"12335","6:32487153"
"12336","23:43591036"
"12337","11:55798259"
"12338","1:160650913"
"12339","19:48954448"
"12340","6:37138804"
"12341","23:70127625"
"12342","11:1651645"
"12343","12:112926884"
"12344","19:2407616"
"12345","6:31324151"
"12346","11:76072076"
"12347","15:24921643"
"12348","20:590542"
"12349","7:100285177"
"12350","16:30409316"
"12351","12:11214091"
"12352","22:50297435"
"12353","7:25266573"
"12354","9:34725196"
"12355","9:34726182"
"12356","7:65699419"
"12357","7:143929717"
"12358","1:85018781"
"12359","19:4511491"
"12360","10:51464656"
"12361","23:118604954"
"12362","23:118604060"
"12363","17:26684395"
"12364","14:50945732"
"12365","1:152186490"
"12366","19:9009276"
"12367","22:36684354"
"12368","1:22338950"
"12369","9:133618244"
"12370","1:117156600"
"12371","1:182812436"
"12372","13:25671429"
"12373","15:42371752"
"12374","7:100552436"
"12375","14:20837701"
"12376","12:8074227"
"12377","19:33792409"
"12378","6:88299660"
"12379","15:22382821"
"12380","12:7034306"
"12381","1:16902884"
"12382","12:64858210"
"12383","13:31480858"
"12384","4:1388624"
"12385","16:68862107"
"12386","19:40405999"
"12387","23:142803699"
"12388","18:42532606"
"12389","13:48916895"
"12390","9:67968720"
"12391","9:34726671"
"12392","3:30729962"
"12393","21:14982746"
"12394","7:157035211"
"12395","11:32637527"
"12396","16:20043470"
"12397","16:84228873"
"12398","13:114125297"
"12399","1:248722332"
"12400","19:5587289"
"12401","3:47084151"
"12402","9:139413072"
"12403","9:139390684"
"12404","6:32548556"
"12405","6:32546803"
"12406","2:170550839"
"12407","5:56155727"
"12408","23:105937263"
"12409","13:111365104"
"12410","15:31410723"
"12411","12:54812882"
"12412","11:55032462"
"12413","3:75786916"
"12414","8:41798432"
"12415","13:97421387"
"12416","10:131286201"
"12417","10:89720744"
"12418","17:79425389"
"12419","17:72541045"
"12420","1:35370738"
"12421","6:31322302"
"12422","11:123893801"
"12423","1:16914252"
"12424","19:15285052"
"12425","7:37947103"
"12426","17:36889559"
"12427","19:41350664"
"12428","4:39868486"
"12429","7:31377905"
"12430","1:240370952"
"12431","11:111594706"
"12432","19:24007386"
"12433","19:52887250"
"12434","15:56012598"
"12435","18:56204392"
"12436","11:93535027"
"12437","21:33641252"
"12438","1:100679522"
"12439","9:133633227"
"12440","2:85571228"
"12441","9:69389964"
"12442","14:35872926"
"12443","17:51900950"
"12444","12:10206925"
"12445","6:139488153"
"12446","12:11286276"
"12447","7:94139514"
"12448","11:1643228"
"12449","7:40812163"
"12450","1:152281466"
"12451","12:49416417"
"12452","2:209195248"
"12453","2:242795110"
"12454","14:96777468"
"12455","19:40376881"
"12456","11:1017591"
"12457","12:6127535"
"12458","15:93198687"
"12459","9:33524684"
"12460","5:224656"
"12461","7:155604729"
"12462","17:40269460"
"12463","15:30905994"
"12464","6:32548632"
"12465","2:141259376"
"12466","9:69423863"
"12467","1:245826073"
"12468","8:67476417"
"12469","2:46028655"
"12470","6:17602863"
"12471","6:32609298"
"12472","4:420688"
"12473","3:49726318"
"12474","17:39240794"
"12475","11:1642989"
"12476","17:39305774"
"12477","6:132172368"
"12478","12:13916067"
"12479","6:37138355"
"12480","12:52912909"
"12481","22:41574685"
"12482","8:145625538"
"12483","11:5199708"
"12484","6:132271952"
"12485","6:31380162"
"12486","11:1017384"
"12487","6:30954694"
"12488","19:56539033"
"12489","12:11174282"
"12490","10:60121266"
"12491","7:100679318"
"12492","11:73067772"
"12493","11:62381092"
"12494","11:118773104"
"12495","20:138570"
"12496","1:248813785"
"12497","9:139278019"
"12498","12:53509339"
"12499","17:39296167"
"12500","1:152188998"
"12501","1:152188961"
"12502","2:95542419"
"12503","6:32546838"
"12504","17:39155969"
"12505","3:132193668"
"12506","19:4237051"
"12507","19:12429554"
"12508","2:5833552"
"12509","1:204375130"
"12510","13:31233063"
"12511","3:97466432"
"12512","1:144181087"
"12513","2:231089175"
"12514","2:241622187"
"12515","18:9887074"
"12516","1:148004567"
"12517","17:40574874"
"12518","6:31323094"
"12519","2:29445213"
"12520","9:43915405"
"12521","11:123909650"
"12522","4:1388693"
"12523","12:11183797"
"12524","11:1016918"
"12525","22:38482355"
"12526","19:40023308"
"12527","19:55044235"
"12528","2:109347947"
"12529","1:204218334"
"12530","2:233246249"
"12531","19:4512514"
"12532","18:46385948"
"12533","2:141707868"
"12534","17:21319716"
"12535","15:82637293"
"12536","4:57797265"
"12537","12:133049522"
"12538","9:126128253"
"12539","14:65215672"
"12540","20:31022287"
